region_id,region_name,exports,exports_m3,imports,imports_m3,npc_bounties,total_destroyed,total_production,trade_value,mining_value,moon_mining_value,loyalty_points
10000001,Derelik,103218827754163.66,10903746560.5357,99147815967777.6,9533837148.4388,62411907681.0,327823247021.7,668239078498.9688,1854000208842.5898,1078649104214.3434,1749748309.4284,51135014.0
10000002,The Forge,467394662200766.1,39498898085.0335,507568764030130.25,46252736850.932,525134922145.0,3247935901789.66,31674616809908.62,762229504515316.2,1215500003255.2695,2487495882.8294,465748050.0
10000003,Vale of the Silent,46810608268526.6,3708435567.7303996,53593403976113.984,3292145514.7541,5598955947927.0,2080164654091.49,31306666558967.953,13542565088951.889,3111170668930.58,5140161651.9898,0.0
10000005,Detorid,16429377606822.637,957891809.7822,18208033647444.863,1457864932.4657001,482683657659.0,367441801594.15,1702427884701.7566,546830697543.06006,1171806379892.289,657859481.6324,0.0
10000006,Wicked Creek,10873458633273.307,983328149.7057999,7916612070360.941,661575680.9635,284830915954.0,235647814660.72,112048047187.3846,20180966963.129997,156929352245.35345,96233785.3788,0.0
10000007,Cache,8832968055110.535,752470902.8456,11118483904538.322,692673820.7148,1290915045459.0,431077675625.91,1086554258446.3453,265266869557.43,299481001148.13556,279887631.0261,0.0
10000008,Scalding Pass,12389114863822.422,1644917035.5639,37062486767594.32,8288109376.1024,260239813216.0,681677893847.69,136996783586.2301,285603341335.41003,175131800865.39304,36104879.6679,0.0
10000009,Insmother,29221705713255.816,3828009924.0753,7934323648133.857,952852384.4318999,1842387576733.0,667680042834.23,511333716833.1494,98476503321.12999,657929656272.6749,907577501.2786,0.0
10000010,Tribute,34697147624120.48,3338474989.3848,31678357774940.164,2456403965.2678,2269218346554.0,800413270108.71,7662493278322.019,1434059988.05,547962306074.2626,1504063422.4653,0.0
10000011,Great Wildlands,28384677832772.61,4012195252.1067004,27143127080933.34,3854792906.8172,31648077466.0,671491737935.61,315867649959.6287,85584422784.17,207062908169.9257,219723241.7013,5902230.0
10000012,Curse,57353099473463.04,9188305934.2253,51725786090538.98,9167974839.0344,122284798073.0,539607886597.66,304844329531.6919,252117112322.09998,62299130307.00818,30012893.4931,566596549.0
